filename,width,height,class,xmin,ymin,xmax,ymax
coronavirus-philippines.jpg,1000,667,good,571,239,661,342
coronavirus-philippines.jpg,1000,667,none,657,114,691,160
coronavirus-philippines.jpg,1000,667,good,674,179,719,229
coronavirus-philippines.jpg,1000,667,good,744,269,801,332
coronavirus-philippines.jpg,1000,667,good,767,160,819,214
coronavirus-philippines.jpg,1000,667,good,834,297,950,407
coronavirus-philippines.jpg,1000,667,good,911,122,949,162
coronavirus-philippines.jpg,1000,667,good,854,122,894,165
coronavirus-philippines.jpg,1000,667,good,1,369,56,446
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,121,549,222,630
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,314,495,397,584
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,497,744,602,841
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,416,482,484,552
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,484,370,544,433
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,none,362,327,410,379
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,206,390,257,455
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,200,327,233,370
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,286,289,319,325
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,630,411,724,497
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,735,343,794,411
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,1046,392,1163,497
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,1313,471,1367,552
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,883,311,916,376
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,778,222,830,279
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,646,198,687,244
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,433,224,467,273
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,119,298,151,354
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,92,251,121,293
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,197,214,240,266
CHINA-HEALTH-VIRUS-134752.jpg,1440,960,good,310,190,340,222
soo(1).jpg,1600,1067,good,285,300,404,416
soo(1).jpg,1600,1067,good,556,268,667,376
soo(1).jpg,1600,1067,good,856,273,951,375
soo(1).jpg,1600,1067,good,1211,573,1255,623
soo(1).jpg,1600,1067,bad,1277,499,1334,557
soo(1).jpg,1600,1067,bad,1448,500,1535,584
08165739.jpg,1200,675,good,327,345,424,449
08165739.jpg,1200,675,good,502,25,595,124
08165739.jpg,1200,675,good,581,143,693,256
08165739.jpg,1200,675,good,646,62,736,161
08165739.jpg,1200,675,good,837,206,899,272
08165739.jpg,1200,675,good,1010,218,1070,285
8b74444760f670bb5cee48f86bb7be950bf113a8.jpg,1258,786,good,449,240,790,577
9a9290ce-013c-4792-9fb7-183ef7326ab5e5743997-df54-41f6-b994-d779c59ccb8e_batchwm_batchwm.jpg,900,600,good,1,366,70,443
9a9290ce-013c-4792-9fb7-183ef7326ab5e5743997-df54-41f6-b994-d779c59ccb8e_batchwm_batchwm.jpg,900,600,good,108,356,170,411
9a9290ce-013c-4792-9fb7-183ef7326ab5e5743997-df54-41f6-b994-d779c59ccb8e_batchwm_batchwm.jpg,900,600,good,345,99,400,150
9a9290ce-013c-4792-9fb7-183ef7326ab5e5743997-df54-41f6-b994-d779c59ccb8e_batchwm_batchwm.jpg,900,600,good,534,46,584,104
3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,962,642,good,98,133,196,236
3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,962,642,good,358,259,447,351
3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,962,642,good,611,351,696,441
3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,962,642,good,821,343,907,427
3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,962,642,good,486,274,578,356
china-virus.jpg,1024,682,good,447,140,551,236
china-virus.jpg,1024,682,good,19,431,186,643
china-virus.jpg,1024,682,good,325,473,454,600
china-virus.jpg,1024,682,good,677,473,742,579
china-virus.jpg,1024,682,good,818,510,937,665
china-virus.jpg,1024,682,good,677,407,716,452
china-virus.jpg,1024,682,good,833,365,875,396
china-virus.jpg,1024,682,none,842,431,897,493
china-virus.jpg,1024,682,good,809,373,833,403
b83abacd915ca1914599d05b4d62592a.jpg,1380,778,good,281,214,352,298
b83abacd915ca1914599d05b4d62592a.jpg,1380,778,good,665,103,741,190
b83abacd915ca1914599d05b4d62592a.jpg,1380,778,good,687,312,803,438
merlin_168049857_d9dadaa8-4e4b-4bc6-bc01-76ac21214669-superJumbo.jpg,2048,1480,good,163,841,343,1034
merlin_168049857_d9dadaa8-4e4b-4bc6-bc01-76ac21214669-superJumbo.jpg,2048,1480,good,874,986,1040,1172
merlin_168049857_d9dadaa8-4e4b-4bc6-bc01-76ac21214669-superJumbo.jpg,2048,1480,none,1427,879,1601,1087
merlin_168049857_d9dadaa8-4e4b-4bc6-bc01-76ac21214669-superJumbo.jpg,2048,1480,bad,521,1014,601,1123
merlin_168049857_d9dadaa8-4e4b-4bc6-bc01-76ac21214669-superJumbo.jpg,2048,1480,bad,1225,963,1318,1072
20180424112615601.jpg,860,484,none,5,139,206,349
20180424112615601.jpg,860,484,good,312,60,535,300
20180424112615601.jpg,860,484,bad,616,386,736,484
NINTCHDBPICT000556650347-1.jpg,3000,2204,good,1132,744,1802,1364
p41000n445r5595258q.jpg,600,899,good,205,169,376,362
fsdfsfff.jpg,808,419,bad,343,165,428,292
fsdfsfff.jpg,808,419,good,434,141,568,305
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,4,419,93,515
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,70,314,111,360
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,115,294,142,328
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,167,263,192,288
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,12,275,36,296
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,188,322,227,357
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,233,270,262,300
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,241,353,361,481
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,293,269,320,291
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,388,282,405,299
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,407,295,435,321
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,442,336,488,382
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,537,317,602,386
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,522,298,546,334
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,459,293,478,310
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,599,267,628,289
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,723,300,750,323
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,727,264,744,282
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,772,336,798,361
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,756,280,774,293
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,804,304,826,326
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,841,328,893,378
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,924,304,949,330
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,1027,337,1050,391
2db04133a98185aa0d382511debbcd70.jpg,1050,788,good,993,292,1026,319
2db04133a98185aa0d382511debbcd70.jpg,1050,788,bad,564,268,578,284
20190912FL4.jpeg,1000,711,good,484,253,574,347
20190912FL4.jpeg,1000,711,bad,630,288,710,373
china-coronavirus-beijing-station-spring-festival.jpg,2500,1735,good,890,605,1586,1313
jlkkk.jpg,894,595,good,303,130,342,169
jlkkk.jpg,894,595,good,433,295,468,329
jlkkk.jpg,894,595,good,543,304,576,335
jlkkk.jpg,894,595,good,539,70,582,120
jlkkk.jpg,894,595,good,738,51,789,116
6000x4000_859864610306.jpg,1024,683,good,157,181,193,217
6000x4000_859864610306.jpg,1024,683,good,470,194,505,235
6000x4000_859864610306.jpg,1024,683,good,634,156,677,201
6000x4000_859864610306.jpg,1024,683,good,810,165,854,207
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,bad,1,116,64,241
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,none,192,60,334,244
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,good,247,434,420,561
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,bad,424,160,560,313
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,good,559,173,668,303
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,bad,684,152,826,305
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,good,727,473,891,561
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,good,822,292,971,452
b3907fd44a737877c847748438b72de9size_1000x561_size.jpg,1000,561,bad,877,131,974,228
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,54,397,87,438
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,154,366,173,393
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,184,421,221,456
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,293,323,345,386
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,431,390,471,447
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,597,371,630,409
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,638,367,657,386
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,bad,681,368,696,386
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,756,399,792,434
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,none,907,344,952,400
merlin_168883104_2f24a73d-d374-4f3e-8395-74b9ee4b865f-master1050.jpg,1050,700,good,803,362,820,380
20180203222921-dadab393fb38472558f8bebc58a6006c-tablet.jpg,1200,800,good,271,239,417,417
20180203222921-dadab393fb38472558f8bebc58a6006c-tablet.jpg,1200,800,good,461,306,615,487
20180203222921-dadab393fb38472558f8bebc58a6006c-tablet.jpg,1200,800,bad,815,260,1013,437
89c93a24-3f73-11ea-a16e-39b824591591_image_hires_211659.jpg,768,768,good,143,144,302,308
89c93a24-3f73-11ea-a16e-39b824591591_image_hires_211659.jpg,768,768,good,469,181,604,328
sars-gettyimages-157005245.jpg,1200,675,good,127,322,321,522
sars-gettyimages-157005245.jpg,1200,675,good,229,158,487,418
sars-gettyimages-157005245.jpg,1200,675,good,833,274,941,410
sars-gettyimages-157005245.jpg,1200,675,good,1141,290,1175,332
20200205180259-7578788d.jpg,1060,596,good,313,212,389,308
20200205180259-7578788d.jpg,1060,596,good,272,110,324,157
20200205180259-7578788d.jpg,1060,596,good,536,59,597,127
20200205180259-7578788d.jpg,1060,596,good,831,39,904,120
4420x3000_614437672978.jpg,1024,695,good,184,182,229,225
4420x3000_614437672978.jpg,1024,695,good,305,179,351,225
4420x3000_614437672978.jpg,1024,695,good,416,193,473,246
4420x3000_614437672978.jpg,1024,695,good,90,177,116,210
4420x3000_614437672978.jpg,1024,695,good,306,140,338,174
4420x3000_614437672978.jpg,1024,695,good,240,149,261,176
4420x3000_614437672978.jpg,1024,695,good,391,154,438,207
4420x3000_614437672978.jpg,1024,695,good,858,177,904,223
4420x3000_614437672978.jpg,1024,695,good,698,148,742,192
4420x3000_614437672978.jpg,1024,695,good,594,155,637,200
4420x3000_614437672978.jpg,1024,695,bad,763,156,800,214
4420x3000_614437672978.jpg,1024,695,good,906,137,935,172
4420x3000_614437672978.jpg,1024,695,good,95,210,114,249
1024x576_939430607723.jpg,1024,576,good,17,135,67,192
1024x576_939430607723.jpg,1024,576,good,145,170,201,226
1024x576_939430607723.jpg,1024,576,good,380,114,439,182
1024x576_939430607723.jpg,1024,576,good,490,92,549,165
1024x576_939430607723.jpg,1024,576,good,616,188,669,248
1024x576_939430607723.jpg,1024,576,good,845,147,905,223
p61000068153229q475.jpg,640,960,good,253,107,377,249
p61000068153229q475.jpg,640,960,good,465,147,516,209
p61000068153229q475.jpg,640,960,bad,541,4,640,231
C9AAEF73EE-SP-6615089.jpg,1000,1000,good,540,229,929,626
AP_20039189423521.jpg,2048,1387,good,263,268,370,388
AP_20039189423521.jpg,2048,1387,good,365,271,468,381
AP_20039189423521.jpg,2048,1387,good,573,261,610,346
AP_20039189423521.jpg,2048,1387,good,790,303,905,423
AP_20039189423521.jpg,2048,1387,good,963,301,1070,408
AP_20039189423521.jpg,2048,1387,good,1200,288,1315,398
AP_20039189423521.jpg,2048,1387,good,1475,303,1580,423
AP_20039189423521.jpg,2048,1387,good,1600,346,1703,456
AP_20039189423521.jpg,2048,1387,good,1795,178,1860,298
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,62,215,98,259
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,129,214,198,268
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,376,202,427,269
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,bad,441,274,465,299
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,528,264,545,284
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,573,201,648,277
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,768,151,858,257
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,545,294,562,311
des-banlieusards-portant-des-masques-font-la-queue-a-la-gare-de-wuchang-a-wuhan-dans-la-province-centrale-du-hubei-en-chine-le-22-janvier-2020_6246102.jpg,1000,563,good,931,284,956,307
coronavirus-enfermedades_infecciosas-infecciones-oms_organizacion_mundial_de_la_salud-salud_463715261_143871881_1024x576.jpg,1024,576,good,533,185,631,289
coronavirus-enfermedades_infecciosas-infecciones-oms_organizacion_mundial_de_la_salud-salud_463715261_143871881_1024x576.jpg,1024,576,none,733,153,838,292
coronavirus-enfermedades_infecciosas-infecciones-oms_organizacion_mundial_de_la_salud-salud_463715261_143871881_1024x576.jpg,1024,576,good,905,279,1024,488
coronavirus-enfermedades_infecciosas-infecciones-oms_organizacion_mundial_de_la_salud-salud_463715261_143871881_1024x576.jpg,1024,576,bad,398,49,441,94
coronavirus-1_1580220542.jpg,1072,717,good,894,10,958,88
coronavirus-1_1580220542.jpg,1072,717,good,785,161,871,226
coronavirus-1_1580220542.jpg,1072,717,good,622,64,745,186
coronavirus-1_1580220542.jpg,1072,717,good,607,268,722,382
coronavirus-1_1580220542.jpg,1072,717,good,405,492,522,613
d775a8c416694e62829a4269832520c6.jpeg,1080,1920,good,350,364,708,655
d775a8c416694e62829a4269832520c6.jpeg,1080,1920,bad,893,285,1080,558
d775a8c416694e62829a4269832520c6.jpeg,1080,1920,bad,226,452,365,582
d775a8c416694e62829a4269832520c6.jpeg,1080,1920,good,47,337,155,441
soooo.jpg,1024,683,good,241,295,345,370
soooo.jpg,1024,683,good,622,150,656,197
soooo.jpg,1024,683,bad,635,66,726,144
soooo.jpg,1024,683,good,186,163,213,204
Hong-Kong-Flu.jpg,1024,683,bad,35,472,56,514
Hong-Kong-Flu.jpg,1024,683,good,77,474,121,523
Hong-Kong-Flu.jpg,1024,683,good,170,462,189,492
Hong-Kong-Flu.jpg,1024,683,good,247,494,287,536
Hong-Kong-Flu.jpg,1024,683,bad,322,372,346,404
Hong-Kong-Flu.jpg,1024,683,good,344,383,381,415
Hong-Kong-Flu.jpg,1024,683,none,391,394,422,422
Hong-Kong-Flu.jpg,1024,683,bad,361,437,394,473
Hong-Kong-Flu.jpg,1024,683,good,312,461,349,496
Hong-Kong-Flu.jpg,1024,683,good,406,441,443,483
Hong-Kong-Flu.jpg,1024,683,good,450,406,484,448
Hong-Kong-Flu.jpg,1024,683,good,545,391,577,421
Hong-Kong-Flu.jpg,1024,683,good,496,457,536,500
Hong-Kong-Flu.jpg,1024,683,good,517,503,561,555
Hong-Kong-Flu.jpg,1024,683,good,595,378,633,417
Hong-Kong-Flu.jpg,1024,683,bad,564,634,613,683
Hong-Kong-Flu.jpg,1024,683,good,567,318,595,344
Hong-Kong-Flu.jpg,1024,683,good,512,293,537,320
Hong-Kong-Flu.jpg,1024,683,good,617,320,643,348
Hong-Kong-Flu.jpg,1024,683,good,734,270,759,295
Hong-Kong-Flu.jpg,1024,683,good,797,280,816,301
Hong-Kong-Flu.jpg,1024,683,good,915,330,940,355
1133x768_20200130000023.jpg,1024,694,good,111,160,241,298
1133x768_20200130000023.jpg,1024,694,good,261,152,362,266
1133x768_20200130000023.jpg,1024,694,good,501,112,638,255
1133x768_20200130000023.jpg,1024,694,good,897,138,1003,260
3p7r00027por8p8q10qp.jpg,580,870,none,237,107,372,246
46db30ff1d5a845cbe4e481ccc2626cd-149819.jpg,755,425,good,404,102,548,248
600_3050748_8_1.jpg,800,599,good,369,157,428,219
600_3050748_8_1.jpg,800,599,bad,510,130,544,169
15391513324714o1n0r10n6.jpg,640,960,good,276,178,404,322
3FED248000000578-0-image-a-13_1493884143646.jpg,962,641,bad,4,248,111,373
3FED248000000578-0-image-a-13_1493884143646.jpg,962,641,good,121,145,289,317
3FED248000000578-0-image-a-13_1493884143646.jpg,962,641,good,380,188,522,334
3FED248000000578-0-image-a-13_1493884143646.jpg,962,641,good,514,193,647,332
3FED248000000578-0-image-a-13_1493884143646.jpg,962,641,good,691,137,837,285
msk_1024.png,1024,536,good,417,120,611,349
w1240-p16x9-0e48e0098f6e832f27d8b581b33bbc72b9967a63.jpg,1240,698,good,225,177,374,336
w1240-p16x9-0e48e0098f6e832f27d8b581b33bbc72b9967a63.jpg,1240,698,good,764,124,941,289
mfile_1505703_1_L_20200130190326.jpg,1280,960,good,249,444,343,555
mfile_1505703_1_L_20200130190326.jpg,1280,960,good,574,495,658,581
mfile_1505703_1_L_20200130190326.jpg,1280,960,good,975,604,1043,676
mfile_1505703_1_L_20200130190326.jpg,1280,960,good,1200,395,1279,501
khvhkk.jpg,1200,900,good,227,281,295,361
khvhkk.jpg,1200,900,good,489,337,561,397
khvhkk.jpg,1200,900,bad,685,277,729,323
khvhkk.jpg,1200,900,bad,811,309,853,361
khvhkk.jpg,1200,900,good,111,299,136,334
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,bad,210,471,230,495
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,293,454,318,481
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,361,509,377,524
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,397,474,416,496
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,453,470,473,494
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,481,480,497,503
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,514,480,534,498
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,none,612,511,648,546
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,808,376,845,421
nouveau-virus-en-chine-la-ville-de-wuhan-mise-en-quarantaine-1.jpg,1440,720,good,1000,357,1034,406
maxresdefault (1).jpg,1280,720,none,424,54,949,645
unnamed.jpg,512,340,good,20,54,65,105
unnamed.jpg,512,340,good,50,99,122,167
unnamed.jpg,512,340,good,188,107,225,141
unnamed.jpg,512,340,good,207,59,241,87
unnamed.jpg,512,340,good,220,81,250,118
unnamed.jpg,512,340,good,244,63,303,118
unnamed.jpg,512,340,good,330,73,365,107
unnamed.jpg,512,340,bad,320,31,344,55
unnamed.jpg,512,340,bad,367,57,391,82
unnamed.jpg,512,340,good,398,74,434,114
unnamed.jpg,512,340,good,426,125,483,177
unnamed.jpg,512,340,good,440,69,468,96
unnamed.jpg,512,340,good,427,29,454,54
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,69,141,183,273
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,339,129,442,257
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,590,129,705,261
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,63,474,183,606
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,330,481,448,624
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector.jpg,779,687,good,594,481,712,609
sgssgg.jpeg,1280,853,good,63,395,154,503
sgssgg.jpeg,1280,853,good,108,698,231,853
sgssgg.jpeg,1280,853,good,281,490,363,597
sgssgg.jpeg,1280,853,good,340,314,393,380
sgssgg.jpeg,1280,853,good,422,268,471,333
sgssgg.jpeg,1280,853,good,613,357,669,430
sgssgg.jpeg,1280,853,good,685,260,737,328
sgssgg.jpeg,1280,853,good,842,345,889,399
sgssgg.jpeg,1280,853,good,962,383,1009,448
sgssgg.jpeg,1280,853,good,1084,451,1136,547
sgssgg.jpeg,1280,853,good,738,229,794,298
P0000100005637_3_37742.jpg,1000,1000,good,222,524,449,757
air_pollution_is_far_more_damaging__dangerous_than_you_think_heres_everything_you_must_know_1540473738.jpg,2057,963,good,575,459,812,679
air_pollution_is_far_more_damaging__dangerous_than_you_think_heres_everything_you_must_know_1540473738.jpg,2057,963,good,1218,309,1465,526
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,276,137,334,201
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,452,177,489,215
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,496,158,537,199
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,523,227,564,257
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,none,581,171,621,220
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,716,158,742,192
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,753,215,790,265
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,875,206,919,265
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,964,168,1019,230
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,good,1066,201,1124,268
RZXE24HFK5GSVKVSN57VCVPQ4M.jpg,1200,814,bad,390,226,421,255
2019040317133725925.jpg,1600,1072,none,329,172,439,300
2019040317133725925.jpg,1600,1072,good,555,260,665,374
2019040317133725925.jpg,1600,1072,good,739,278,816,356
2019040317133725925.jpg,1600,1072,good,910,266,990,349
2019040317133725925.jpg,1600,1072,good,996,302,1045,360
2019040317133725925.jpg,1600,1072,good,1048,269,1090,322
2019040317133725925.jpg,1600,1072,bad,1130,290,1151,318
2019040317133725925.jpg,1600,1072,bad,1158,287,1178,311
2019040317133725925.jpg,1600,1072,good,1255,299,1277,324
